Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)","Age-standardised rate
(per 100,000)",Mean age (years),Median age (years),,ICD10 codes
Actual,Melanoma of the skin,2006,Females,20–24,1,0.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,25–29,7,1.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,30–34,9,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,35–39,7,0.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,40–44,10,1.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,45–49,29,3.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,50–54,38,5.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,55–59,44,7.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,60–64,32,6.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,65–69,44,11.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,70–74,46,14.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,75–79,60,20.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,80–84,53,22.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,85–89,32,23.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,90+,43,55.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2006,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,15–19,1,0.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,20–24,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,25–29,11,1.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,30–34,8,1.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,35–39,10,1.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,40–44,16,2.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,45–49,26,3.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,50–54,26,3.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,55–59,24,3.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,60–64,38,7.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,65–69,35,8.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,70–74,40,12.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,75–79,55,18.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,80–84,49,20.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,85–89,42,28.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,90+,41,50.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2007,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,20–24,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,25–29,7,0.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,30–34,5,0.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,35–39,17,2.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,40–44,20,2.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,45–49,26,3.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,50–54,25,3.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,55–59,27,4.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,60–64,40,7.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,65–69,44,10.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,70–74,38,11.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,75–79,48,16.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,80–84,55,22.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,85–89,60,39.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,90+,40,48.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2008,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,20–24,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,25–29,6,0.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,30–34,5,0.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,35–39,15,1.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,40–44,20,2.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,45–49,23,2.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,50–54,32,4.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,55–59,37,5.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,60–64,40,6.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,65–69,53,12.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,70–74,43,12.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,75–79,44,14.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,80–84,51,20.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,85–89,55,34.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,90+,38,45.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2009,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,20–24,2,0.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,25–29,5,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,30–34,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,35–39,10,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,40–44,22,2.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,45–49,14,1.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,50–54,30,4.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,55–59,42,6.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,60–64,47,7.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,65–69,41,9.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,70–74,52,14.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,75–79,49,16.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,80–84,57,22.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,85–89,44,26.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,90+,30,34.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2010,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,20–24,2,0.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,25–29,4,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,30–34,8,1.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,35–39,18,2.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,40–44,17,2.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,45–49,19,2.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,50–54,28,3.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,55–59,33,4.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,60–64,46,7.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,65–69,32,6.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,70–74,41,11.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,75–79,52,17.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,80–84,64,25.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,85–89,67,39.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,90+,39,41.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2011,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,20–24,3,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,25–29,7,0.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,30–34,7,0.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,35–39,7,0.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,40–44,20,2.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,45–49,19,2.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,50–54,21,2.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,55–59,40,5.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,60–64,41,6.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,65–69,45,8.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,70–74,54,14.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,75–79,54,17.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,80–84,60,23.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,85–89,61,35.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,90+,57,57.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2012,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,20–24,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,25–29,3,0.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,30–34,10,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,35–39,10,1.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,40–44,19,2.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,45–49,27,3.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,50–54,40,5.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,55–59,38,5.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,60–64,43,6.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,65–69,39,7.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,70–74,50,12.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,75–79,54,17.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,80–84,68,27.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,85–89,56,31.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,90+,45,43.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2013,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,20–24,1,0.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,25–29,5,0.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,30–34,4,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,35–39,7,0.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,40–44,13,1.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,45–49,26,3.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,50–54,25,3.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,55–59,40,5.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,60–64,40,6.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,65–69,50,8.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,70–74,57,13.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,75–79,44,13.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,80–84,64,25.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,85–89,60,33.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,90+,48,43.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2014,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,15–19,1,0.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,20–24,1,0.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,25–29,6,0.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,30–34,7,0.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,35–39,4,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,40–44,22,2.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,45–49,25,3.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,50–54,29,3.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,55–59,30,4.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,60–64,46,7.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,65–69,45,7.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,70–74,55,12.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,75–79,50,15.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,80–84,59,23.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,85–89,69,38.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,90+,53,45.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2015,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,20–24,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,25–29,2,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,30–34,4,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,35–39,4,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,40–44,10,1.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,45–49,11,1.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,50–54,23,2.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,55–59,24,3.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,60–64,34,5.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,65–69,41,6.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,70–74,46,10.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,75–79,57,16.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,80–84,58,23.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,85–89,52,28.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,90+,58,48.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2016,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,20–24,2,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,25–29,5,0.5,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,30–34,3,0.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,35–39,11,1.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,40–44,9,1.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,45–49,18,2.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,50–54,31,4.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,55–59,29,3.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,60–64,42,6.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,65–69,48,7.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,70–74,59,12.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,75–79,52,14.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,80–84,71,27.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,85–89,64,35.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,90+,70,56.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2017,Females,Unknown,0,. .,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,00–04,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,05–09,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,10–14,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,15–19,0,0.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,20–24,1,0.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,25–29,2,0.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,30–34,4,0.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,35–39,12,1.4,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,40–44,9,1.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,45–49,14,1.6,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,50–54,23,3.0,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,55–59,18,2.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,60–64,33,4.7,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,65–69,44,7.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,70–74,69,13.3,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,75–79,62,16.9,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,80–84,61,22.8,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,85–89,59,32.2,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,90+,53,41.1,. .,. .,. ., ,C43
Actual,Melanoma of the skin,2018,Females,Unknown,0,. .,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,00–04,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,05–09,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,10–14,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,15–19,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,20–24,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,25–29,3,0.3,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,30–34,4,0.4,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,35–39,7,0.8,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,40–44,8,1.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,45–49,17,2.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,50–54,24,3.1,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,55–59,21,2.7,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,60–64,36,5.1,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,65–69,40,6.4,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,70–74,66,12.2,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,75–79,60,15.7,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,80–84,71,25.6,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,85–89,61,33.2,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2019,Females,90+,66,49.4,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,00–04,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,05–09,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,10–14,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,15–19,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,20–24,0,0.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,25–29,2,0.2,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,30–34,4,0.4,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,35–39,6,0.6,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,40–44,7,0.9,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,45–49,17,2.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,50–54,24,3.0,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,55–59,18,2.3,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,60–64,35,4.8,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,65–69,39,6.1,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,70–74,68,12.2,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,75–79,63,15.8,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,80–84,73,25.5,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,85–89,61,33.3,. .,. .,. ., ,C43
Projections,Melanoma of the skin,2020,Females,90+,67,50.0,. .,. .,. ., ,C43
